570848.94,913964.20,230718.1428,-7.4300,-26.1071,0.8302,-15.2189,3.5953,204.8881,1330.715,995000
572388.14,912532.32,230743.1184,33.9598,3.6609,-0.4618,-15.2774,1.5932,92.3900,1358.474,1000000
573730.83,914562.50,230768.0940,-13.6002,30.0649,0.0390,-17.4749,0.1396,338.1541,1378.653,1005000
571484.94,915375.81,230793.0695,-31.5538,-1.5539,0.3178,-1.0638,0.1037,269.1525,1371.584,1010000
568833.04,915140.38,230818.0451,-27.6858,-18.5430,-0.6638,-18.8588,1.0416,239.0144,1378.965,1015000
568339.32,912292.61,230843.0207,9.9831,-39.3671,0.7425,-6.1302,-1.4371,169.4972,1388.383,1020000
569427.16,909170.56,230867.9963,11.5978,-37.3297,0.5533,-0.2994,-1.2013,170.7304,1492.846,1025000
570435.38,906218.86,230892.9719,12.3988,-35.3622,1.7391,-1.4993,-0.7549,167.4749,1582.95,1030000
571682.25,903321.97,230917.9475,17.1940,-35.2148,0.9368,-1.8750,0.4181,160.7153,1688.374,1035000
573329.53,900452.04,230942.9232,23.5163,-35.3741,1.1953,-2.4804,-1.1243,152.2593,1761.206,1040000
575646.56,897608.78,230967.8988,29.8704,-35.0333,-0.3885,-1.2181,-1.5887,144.1069,1757.392,1045000
578090.54,894742.20,230992.8743,28.5541,-36.3486,-0.3796,-0.8453,-2.1325,148.0768,1693.63,1050000
580370.11,891924.22,231017.8500,26.3097,-32.9477,-0.5031,-1.1719,-0.8733,148.1938,1630.886,1055000
582394.21,889237.20,231042.8256,22.3429,-33.9326,-0.8777,1.5772,-3.2211,149.3796,1563.569,1060000
584206.83,886454.24,231067.8012,21.3593,-34.7130,-0.9778,-0.2868,-1.8211,154.8812,1541.034,1065000
